cell	X	Y	d1h1	d1h2	d1h3	d1h4	d1h5	d1h6	d1h7	d1h8	d1h9	d1h10	d1h11	d1h12	d1h13	d1h14	d1h15	d1h16	d1h17	d1h18	d1h19	d1h20	d1h21	d1h22	d1h23	d2h1	d2h2	d2h3	d2h4	d2h5	d2h6	d2h7	d2h8	d2h9	d2h10	d2h11	d2h12	d2h13	d2h14	d2h15	d2h16	d2h17	d2h18	d2h19	d2h20	d2h21	d2h22	d2h23	d2h24	d3h1	d3h2	d3h3	d3h4	d3h5	d3h6	d3h7	d3h8	d3h9	d3h10	d3h11	d3h12	d3h13	d3h14	d3h15	d3h16	d3h17	d3h18	d3h19	d3h20	d3h21	d3h22	d3h23
269	541750	414250	6	1	1	2	15	7	3	3	2	2	1	1	2	10	2	6	0	10	6	10	1	7	2	8	9	12	18	23	15	11	5	16	9	12	14	19	10	5	9	5	5	4	4	1	7	11	5	12	12	5	7	6	3	5	10	3	3	2	5	7	2	2	13	3	1	1	3	8	8	2
270	541750	414750	8	1	1	1	0	11	5	8	4	2	6	10	4	17	12	13	8	23	19	13	3	4	8	9	18	20	39	35	24	28	12	18	21	10	23	18	16	10	7	7	6	0	3	6	8	5	8	17	16	7	3	6	6	9	5	12	8	4	7	6	13	11	7	14	13	9	12	9	19	10
271	541750	415250	0	0	0	0	0	11	4	0	2	1	1	3	2	4	4	6	7	18	5	5	5	2	4	2	5	4	25	19	5	10	2	3	1	3	3	4	2	3	1	1	3	0	0	2	3	0	0	4	2	0	0	0	0	1	4	1	2	1	1	1	5	1	6	9	6	1	4	4	6	0
272	541750	415750	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
273	541750	416250	14	12	4	6	9	20	11	2	1	0	0	5	2	4	10	13	4	3	1	2	0	0	1	2	2	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
274	541750	416750	12	11	12	7	14	16	10	3	0	4	2	9	8	10	12	26	5	6	2	3	0	0	0	5	7	22	4	5	5	11	4	2	2	5	2	1	1	3	1	1	0	0	1	3	1	2	1	1	4	1	0	1	0	5	2	3	0	2	1	1	0	2	4	5	6	1	2	1	0	0
275	541750	417250	11	4	11	15	16	15	10	10	7	1	2	7	6	13	11	18	9	6	7	8	6	5	7	9	16	16	14	15	12	17	16	13	9	11	18	13	4	7	8	2	2	0	3	3	10	5	8	14	5	5	5	11	8	14	5	2	6	4	5	6	5	15	13	17	8	1	7	2	4	1
276	541750	417750	7	6	13	8	11	4	2	6	6	3	4	7	4	4	4	9	6	4	9	2	4	6	4	4	10	12	7	5	7	12	8	10	11	9	7	8	2	4	5	2	2	3	3	5	4	4	1	7	5	4	6	8	5	7	6	4	2	0	0	2	5	7	11	5	8	1	1	3	5	1
277	541750	418250	6	7	7	2	8	5	4	3	2	4	1	0	2	3	4	2	5	0	4	1	2	2	1	4	8	8	7	2	4	14	4	7	6	14	7	4	5	0	2	0	0	1	0	6	3	1	2	3	3	0	0	6	0	2	5	0	1	2	3	3	2	5	1	2	0	1	0	0	1	0
278	541750	418750	4	3	3	4	0	3	4	3	5	0	2	4	2	1	0	1	2	1	2	1	5	1	6	4	4	4	2	4	2	9	4	4	2	6	4	5	1	1	1	1	1	1	0	0	1	1	3	0	2	3	0	0	0	3	0	0	4	0	0	2	1	3	1	1	2	1	2	0	1	0
279	541750	419250	0	0	1	0	3	0	1	2	3	1	2	1	0	1	0	0	2	2	1	3	3	3	5	0	3	2	1	0	0	3	1	1	3	1	5	1	1	1	0	0	0	0	0	0	0	4	2	1	4	1	1	0	0	3	2	1	1	4	2	2	1	3	0	1	2	1	0	2	0	0
280	541750	419750	1	0	3	0	0	1	0	2	1	0	2	0	0	0	0	0	2	1	0	2	2	4	3	3	1	0	1	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	1	0	0	1	0	1	0	0	3	0	0	1	1	0	0	0	0	0	0
281	542250	410250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	542250	410750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	542250	411250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	542250	411750	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
285	542250	412250	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	1	0	1	0	4	0	2	2	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0
286	542250	412750	4	1	1	2	4	1	0	1	2	1	0	0	1	1	2	0	1	4	2	2	0	0	1	2	2	2	1	1	4	3	2	2	1	2	2	2	0	1	0	0	0	0	0	0	0	2	1	1	0	0	1	0	1	0	0	0	2	1	1	0	0	0	0	0	2	0	0	0	0	1
287	542250	413250	2	1	0	3	8	5	1	3	3	3	3	2	3	1	2	3	3	4	7	2	3	3	3	5	6	6	12	4	10	6	1	0	3	3	5	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	3	0	0	1	0	1	0	0	0	0	0	0	1
288	542250	413750	10	10	4	8	13	4	5	5	5	3	4	8	7	5	6	9	8	11	8	1	4	3	2	11	8	6	22	20	12	0	0	0	0	1	5	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	5	4	3	0	0	0	3	1	1	0	0	0	0
289	542250	414250	12	16	9	6	16	11	4	11	6	3	9	7	10	13	10	14	11	5	11	9	7	6	0	2	7	12	22	27	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	3	1	0	0	0	0	0
290	542250	414750	19	17	20	10	29	35	13	23	19	9	9	12	16	16	10	18	14	10	9	3	15	8	1	1	5	9	4	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0
291	542250	415250	19	16	13	10	9	17	8	21	22	12	12	8	13	12	11	21	13	9	6	3	3	1	1	0	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
292	542250	415750	19	11	15	15	9	12	5	7	7	6	6	3	5	8	4	16	17	9	13	4	4	8	2	2	4	6	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	0	0	1	1	0	0	0	0	0
293	542250	416250	24	18	26	10	21	18	10	15	15	7	13	5	13	11	13	22	16	22	19	6	14	4	9	10	16	19	26	20	14	7	2	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	2	7	2	7	2	3	2	0	3	5	3	0	1	0	0	0
294	542250	416750	17	14	12	15	14	14	17	11	12	14	10	10	9	8	12	20	13	13	16	8	13	15	16	21	28	29	30	39	35	23	4	3	2	2	0	0	0	0	0	0	0	1	1	1	1	0	1	1	2	1	0	0	1	4	5	3	8	11	7	7	7	7	6	7	15	4	2	5	0	3
295	542250	417250	16	10	16	7	8	7	7	12	10	11	9	3	3	5	6	8	10	6	12	10	14	15	18	15	15	20	29	24	24	18	6	6	2	1	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	3	2	3	0	3	4	3	3	9	2	5	4	5	7	9	13	2	5	1	1	0
296	542250	417750	10	4	8	1	4	4	9	7	13	9	4	4	5	3	3	3	5	5	5	6	5	15	15	10	8	8	12	8	13	22	4	6	5	5	4	1	1	0	0	1	1	1	0	0	0	2	0	1	0	0	1	2	0	3	5	1	1	2	2	6	6	5	3	4	3	2	0	5	1	0
297	542250	418250	4	4	6	2	3	4	1	4	10	8	2	3	2	1	1	2	4	3	3	12	5	9	12	7	7	7	3	1	10	14	2	7	1	4	6	1	2	0	0	0	0	1	1	1	1	1	1	0	1	0	3	0	2	5	4	3	1	3	2	0	4	1	2	3	2	0	1	1	1	1
298	542250	418750	3	1	2	1	1	0	1	0	3	4	2	4	2	3	1	2	2	2	1	11	3	4	3	6	7	7	6	2	3	12	1	2	3	4	2	1	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	1	0	1	0	1	2	2	4	3	3	0	1	1	1	0	2	3	0	0
299	542250	419250	3	0	0	1	2	2	3	2	4	3	1	1	3	1	1	3	0	2	1	4	1	8	3	4	8	7	3	0	1	4	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	2	0	0	1	2	0	1	1	2	3	2	3	3	1	0	0	0	0	2	1
300	542250	419750	4	1	0	0	0	2	2	0	2	0	0	2	2	1	0	0	0	0	1	5	1	2	0	2	3	1	0	0	1	8	0	1	0	1	5	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0
301	542750	410250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	542750	410750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	542750	411250	2	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0
304	542750	411750	0	0	0	2	3	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	4	3	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0
305	542750	412250	1	0	0	3	4	2	0	1	1	2	1	0	2	0	0	1	2	2	3	2	2	0	1	1	0	6	9	3	3	2	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0
306	542750	412750	1	0	1	1	4	4	1	0	2	1	3	0	0	2	2	3	3	3	2	0	1	0	3	2	3	9	11	6	7	2	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	2	1	0	2	0	0	3	1	0	0	0
307	542750	413250	2	2	0	1	14	5	4	3	5	3	2	2	2	6	7	8	3	4	7	1	0	3	2	10	9	7	36	18	5	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	2	0	1	1	0	0	0	0
308	542750	413750	4	5	6	4	13	9	3	4	2	3	4	1	6	8	4	6	4	5	10	5	3	4	5	3	9	8	44	42	18	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	1	0	0	4	0	1	0	0	1	0
309	542750	414250	9	12	6	7	14	9	2	2	7	3	3	10	11	11	5	11	11	14	13	3	10	7	4	1	6	14	43	34	15	2	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	0	2	0	2	0	0	0	0
310	542750	414750	17	9	6	5	14	11	10	9	11	4	3	6	9	13	9	9	13	16	18	10	5	7	2	8	21	13	48	56	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	2	0	0	0	0	0	0
311	542750	415250	24	15	13	5	12	14	7	7	13	8	10	5	9	16	18	10	15	15	16	10	9	7	4	15	15	17	24	15	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	1	0	0
312	542750	415750	18	24	25	6	18	21	8	6	9	8	11	8	12	20	14	9	15	16	17	10	15	10	9	18	12	13	37	34	10	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	1	2	0	0	1	1	1	0	0	0	0	1
313	542750	416250	15	18	13	3	14	12	9	10	14	7	7	5	14	7	9	15	11	10	12	19	5	12	7	12	20	17	46	42	25	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	4	3	3	4	1	2	2	3	0	0	0	0	0
314	542750	416750	8	11	10	4	9	10	2	8	16	5	6	10	7	13	14	18	16	9	10	7	10	17	16	10	16	20	36	34	60	19	2	1	1	2	1	0	0	1	0	0	1	1	1	0	1	1	2	0	0	0	1	0	1	1	2	3	4	3	4	4	4	3	2	7	4	0	0	1	0	0
315	542750	417250	6	8	8	1	5	6	6	3	11	6	5	8	7	15	7	8	8	8	3	4	8	15	24	9	10	7	14	22	21	16	6	0	1	1	4	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	2	1	0	0	2	1	4	3	3	6	6	6	1	5	0	1	0
316	542750	417750	12	5	2	1	5	4	6	4	9	7	4	2	1	7	6	8	8	7	3	7	12	8	8	6	14	10	14	9	12	9	3	0	0	5	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	3	4	5	4	4	6	4	1	3	0	1	0
317	542750	418250	3	4	2	0	5	2	2	3	4	3	2	4	8	3	0	4	4	2	2	3	7	9	4	4	7	11	5	3	4	11	2	2	3	4	4	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	2	1	0	1	3	1	2	2	1	3	1	1	1	2	3	2	0	0
318	542750	418750	4	1	0	1	2	1	1	2	3	2	1	1	0	3	2	4	2	0	2	4	9	6	4	2	6	8	3	0	6	8	3	3	0	1	3	1	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	3	0	3	2	2	3	2	1	2	1	0	1	1	0
319	542750	419250	1	0	0	0	0	1	0	0	3	3	1	2	2	0	1	1	2	1	1	1	5	3	2	2	2	2	1	0	0	4	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	2	1	1	2	1	0	1	1	0	0
320	542750	419750	1	0	0	0	0	0	2	1	1	1	2	0	0	3	2	0	0	0	1	1	1	1	2	0	1	1	0	0	1	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
321	543250	410250	0	0	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	543250	410750	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
323	543250	411250	1	0	0	2	0	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	1	0	1	0	1	1	0	0	2	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
324	543250	411750	0	1	1	1	1	0	0	0	1	1	1	0	0	2	1	1	0	0	1	0	1	1	0	1	0	0	1	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
325	543250	412250	1	0	0	2	4	2	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	1	1	0	2	2	5	0	2	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
326	543250	412750	1	0	0	1	6	3	0	0	4	0	1	0	2	2	1	3	3	1	3	0	1	3	4	2	2	5	16	9	3	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	1	3	2	0	0	0	0	1
327	543250	413250	3	1	1	2	6	5	2	3	2	4	1	2	0	6	2	2	3	1	8	4	4	1	1	3	3	7	15	13	13	4	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	3	0	0	0	0	3	0
328	543250	413750	3	4	2	2	13	6	2	2	4	2	2	3	4	7	3	3	5	7	5	3	3	8	6	8	1	7	28	23	20	3	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	0
329	543250	414250	8	7	3	4	8	15	2	2	5	4	4	0	4	7	8	4	5	6	8	4	3	4	5	6	2	17	40	48	21	4	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
330	543250	414750	8	7	3	3	17	8	3	4	5	4	2	3	3	16	10	4	3	3	9	3	3	9	9	9	10	19	43	39	14	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	2
331	543250	415250	7	7	9	4	7	12	6	6	9	6	3	2	7	9	13	6	4	9	13	7	3	10	10	9	7	19	44	42	9	1	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	1	0	1	0	2	0	0	0	0
332	543250	415750	11	3	7	5	4	8	6	6	5	6	9	3	6	15	15	19	10	10	14	7	6	11	19	12	13	17	53	54	10	1	0	2	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	1	1	4	0	2	2	2	1	1	0	1	0	0
333	543250	416250	6	5	8	3	8	13	3	5	5	4	10	2	10	13	15	13	6	9	7	7	7	5	8	13	13	21	61	60	32	9	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	3	2	2	2	0	0	3	1	1	0	0	1	0
334	543250	416750	6	6	3	0	3	2	8	2	3	2	6	5	11	12	15	16	6	3	6	6	8	13	12	7	3	10	41	59	38	11	3	1	1	1	3	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	3	1	3	3	5	3	2	0	1	0	0	1	0	3	0
335	543250	417250	3	5	2	2	3	6	4	1	7	2	4	3	7	9	4	4	8	4	2	5	4	6	8	4	11	10	19	32	20	17	5	1	1	4	5	0	0	1	0	0	0	0	2	0	1	1	0	0	1	0	0	0	1	2	1	1	2	5	1	2	1	5	3	5	2	1	1	1	0	1
336	543250	417750	3	4	1	1	4	1	3	2	4	2	0	4	4	6	6	8	2	2	2	2	2	4	3	1	4	3	11	6	8	9	5	0	3	6	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	4	2	0	1	2	1	1	3	4	3	1	4	0	1	0
337	543250	418250	3	1	1	0	4	3	1	0	2	1	3	1	3	2	2	1	2	3	1	2	3	1	2	3	1	3	1	2	7	4	3	1	3	6	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	1	2	1	2	0	2	5	3	0	1	2	1	0
338	543250	418750	0	0	0	0	1	1	2	3	1	2	1	2	2	3	1	0	0	0	1	1	3	3	0	0	2	2	0	1	1	5	1	1	0	6	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	2	2	0	0	1	2	0	0
339	543250	419250	2	0	0	0	1	0	2	0	0	2	1	1	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	1	3	1	0	1	1	4	3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0
340	543250	419750	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0
341	543750	410250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	543750	410750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343	543750	411250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
344	543750	411750	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
345	543750	412250	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	2	0	0	1	0	0	2	2	1	0	2	1	0	1	0	4	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
346	543750	412750	0	0	1	0	1	2	2	2	0	0	0	1	0	1	1	0	1	0	2	1	1	1	5	0	1	4	3	6	2	4	2	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1
347	543750	413250	0	0	2	2	1	3	0	0	1	0	0	0	1	0	5	2	2	0	2	0	3	1	4	3	1	10	14	15	7	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	2	2	0	0	0	0	0
348	543750	413750	0	1	0	0	1	5	0	0	1	0	1	1	0	4	1	1	4	2	3	1	2	2	5	2	0	4	20	26	13	3	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	2	1	0	0	0	0	0
349	543750	414250	2	0	0	2	9	9	1	2	3	1	3	1	2	5	5	0	1	3	4	4	1	5	5	3	7	11	14	18	23	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
350	543750	414750	1	3	4	3	5	5	3	0	4	1	2	4	4	4	11	4	2	4	7	7	3	8	6	7	3	10	25	25	10	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0
351	543750	415250	5	7	2	2	6	7	1	0	6	0	3	1	4	6	4	8	5	7	11	5	2	10	11	13	11	9	29	25	15	1	1	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	3	1	0	0	0	0	0	1
352	543750	415750	5	2	2	1	5	2	5	3	4	2	2	0	3	4	7	6	1	8	5	9	4	5	12	10	10	6	36	42	19	6	0	0	0	3	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	2	0	2	1	1	0	1	2	2	3	1	1	0	0	0	1	0	0	1
353	543750	416250	3	2	1	0	6	4	2	2	1	1	1	2	2	8	10	5	3	6	10	1	0	6	10	8	9	14	38	43	20	8	0	0	1	7	1	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	1	1	1	3	0	2	0	0	1	0	2	0	0	0	0	1
354	543750	416750	2	0	0	1	3	4	2	0	1	2	2	0	3	6	0	4	3	0	3	4	4	3	2	5	11	10	20	44	32	8	1	0	3	1	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	4	0	0	0	2	0	2	2	1	0	1	0	0
355	543750	417250	1	0	0	1	0	1	1	0	2	1	2	0	2	5	1	2	3	2	1	1	3	2	1	1	1	4	18	24	24	9	3	4	5	2	2	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	4	0	5	0	3	0	1	1	5	3	0	1	0	1	1
356	543750	417750	1	0	0	0	4	2	2	1	1	1	2	3	1	3	2	0	1	0	2	0	1	2	3	0	3	2	5	12	6	10	4	3	3	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	6	0	2	3	3	4	7	0	0	0	1	6	0
357	543750	418250	1	0	0	1	3	2	0	2	1	2	0	0	0	0	2	0	0	0	0	2	1	1	0	1	1	5	1	2	4	4	3	1	3	10	3	6	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	1	1	1	0	1	1	2	0
358	543750	418750	0	0	0	0	2	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	2	1	0	1	0	1	1	2	3	2	1	0	2	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	1	1	0	0	0	0	0
359	543750	419250	0	0	0	0	0	0	2	1	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	3	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360	543750	419750	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
